factura,fecha,vendedor,producto_id,cantidad_vendida,precio_unitario,costo_asociado_simulado
FAC-2265,2026-01-31,Vendedor_A,PROD013,10,6.05,4.36
FAC-2266,2026-01-31,Vendedor_A,PROD016,11,6.72,5.4
FAC-2267,2026-01-31,Vendedor_A,PROD010,4,8.42,6.11
FAC-2268,2026-01-31,Vendedor_C,PROD024,16,67.17,49.39
FAC-2269,2026-01-31,Vendedor_B,PROD004,1,17.27,12.36
FAC-2270,2026-01-31,Vendedor_A,PROD004,1,16.56,12.36
FAC-2271,2026-01-31,Vendedor_B,PROD020,6,68.6,49.97
FAC-2272,2026-01-31,Vendedor_C,PROD020,16,68.6,49.97
FAC-2273,2026-01-31,Vendedor_C,PROD002,4,18.2,14.04
FAC-2274,2026-02-01,Vendedor_A,PROD013,9,6.14,4.36
FAC-2275,2026-02-01,Vendedor_A,PROD003,1,16.59,12.69
FAC-2276,2026-02-01,Vendedor_C,PROD021,11,55.83,42.94
FAC-2277,2026-02-01,Vendedor_A,PROD013,6,5.8,4.36
FAC-2278,2026-02-01,Vendedor_A,PROD010,2,8.78,6.11
FAC-2279,2026-02-01,Vendedor_A,PROD022,9,63.63,46.73
FAC-2280,2026-02-01,Vendedor_A,PROD007,5,25.9,20.75
FAC-2281,2026-02-01,Vendedor_C,PROD014,19,6.33,4.67
FAC-2282,2026-02-01,Vendedor_A,PROD020,18,68.6,49.97
FAC-2283,2026-02-01,Vendedor_B,PROD013,8,6.11,4.36
FAC-2284,2026-02-01,Vendedor_A,PROD010,3,8.61,6.11
FAC-2285,2026-02-01,Vendedor_A,PROD018,5,29.72,22.33
FAC-2286,2026-02-01,Vendedor_A,PROD019,1,33.25,24.45
FAC-2287,2026-02-01,Vendedor_A,PROD004,3,17.54,12.36
FAC-2288,2026-02-01,Vendedor_B,PROD023,5,62.36,47.19
FAC-2289,2026-02-01,Vendedor_A,PROD007,1,25.9,20.75
FAC-2290,2026-02-01,Vendedor_A,PROD025,20,80.75,56.25
FAC-2291,2026-02-01,Vendedor_B,PROD008,3,10.71,8.16
FAC-2292,2026-02-01,Vendedor_C,PROD010,3,8.44,6.11
FAC-2293,2026-02-01,Vendedor_A,PROD010,2,8.64,6.11
FAC-2294,2026-02-01,Vendedor_A,PROD023,18,67.39,47.19
FAC-2295,2026-02-01,Vendedor_B,PROD014,20,6.52,4.67
FAC-2296,2026-02-01,Vendedor_A,PROD002,3,18.2,14.04
FAC-2297,2026-02-01,Vendedor_A,PROD006,5,26.21,20.15
FAC-2298,2026-02-01,Vendedor_B,PROD022,9,65.39,46.73
FAC-2299,2026-02-01,Vendedor_A,PROD019,3,35.25,24.45
FAC-2300,2026-02-01,Vendedor_A,PROD007,1,25.9,20.75
FAC-2301,2026-02-01,Vendedor_A,PROD008,3,11.44,8.16
FAC-2302,2026-02-01,Vendedor_A,PROD003,3,16.82,12.69
FAC-2303,2026-02-01,Vendedor_A,PROD001,4,19.6,14.47
FAC-2304,2026-02-01,Vendedor_C,PROD023,22,62.54,47.19
FAC-2305,2026-02-01,Vendedor_A,PROD001,4,19.6,14.47
FAC-2306,2026-02-01,Vendedor_B,PROD005,3,27.7,20.12
FAC-2307,2026-02-01,Vendedor_C,PROD016,4,6.72,5.4
FAC-2308,2026-02-01,Vendedor_C,PROD020,4,68.6,49.97
FAC-2309,2026-02-01,Vendedor_A,PROD020,17,68.6,49.97
FAC-2310,2026-02-01,Vendedor_A,PROD017,2,34.99,26.0
FAC-2311,2026-02-01,Vendedor_A,PROD018,3,30.05,22.33
FAC-2312,2026-02-01,Vendedor_A,PROD015,16,6.27,4.39
FAC-2313,2026-02-01,Vendedor_C,PROD003,2,17.7,12.69
FAC-2314,2026-02-01,Vendedor_B,PROD024,21,71.45,49.39
FAC-2315,2026-02-01,Vendedor_A,PROD017,4,34.66,26.0
FAC-2316,2026-02-01,Vendedor_B,PROD014,23,6.31,4.67
FAC-2317,2026-02-01,Vendedor_C,PROD007,5,25.9,20.75
FAC-2318,2026-02-02,Vendedor_A,PROD006,2,26.39,20.15
FAC-2319,2026-02-02,Vendedor_C,PROD017,5,35.56,26.0
FAC-2320,2026-02-02,Vendedor_A,PROD020,22,68.6,49.97
FAC-2321,2026-02-02,Vendedor_C,PROD022,18,62.12,46.73
FAC-2322,2026-02-02,Vendedor_A,PROD011,2,11.0,8.04
FAC-2323,2026-02-02,Vendedor_A,PROD004,1,17.02,12.36
FAC-2324,2026-02-02,Vendedor_C,PROD007,5,25.9,20.75
FAC-2325,2026-02-02,Vendedor_A,PROD020,20,68.6,49.97
FAC-2326,2026-02-02,Vendedor_A,PROD009,2,9.34,6.74
FAC-2327,2026-02-02,Vendedor_B,PROD025,23,74.01,56.25
FAC-2328,2026-02-02,Vendedor_A,PROD022,7,65.95,46.73
FAC-2329,2026-02-02,Vendedor_B,PROD014,2,6.68,4.67
FAC-2330,2026-02-02,Vendedor_A,PROD001,4,19.6,14.47
FAC-2331,2026-02-02,Vendedor_B,PROD018,1,29.27,22.33
FAC-2332,2026-02-02,Vendedor_A,PROD010,2,8.04,6.11
FAC-2333,2026-02-02,Vendedor_A,PROD023,18,66.66,47.19
FAC-2334,2026-02-02,Vendedor_A,PROD013,18,5.92,4.51
FAC-2335,2026-02-02,Vendedor_C,PROD005,1,28.23,20.12
FAC-2336,2026-02-02,Vendedor_B,PROD015,3,6.22,4.39
FAC-2337,2026-02-02,Vendedor_A,PROD004,2,17.9,12.36
FAC-2338,2026-02-02,Vendedor_B,PROD007,2,25.9,20.75
FAC-2339,2026-02-02,Vendedor_C,PROD001,2,19.6,14.47
FAC-2340,2026-02-02,Vendedor_B,PROD011,1,10.77,8.04
FAC-2341,2026-02-02,Vendedor_A,PROD015,20,5.97,4.39
FAC-2342,2026-02-02,Vendedor_C,PROD006,1,27.21,20.15
FAC-2343,2026-02-02,Vendedor_A,PROD022,16,62.44,46.73
FAC-2344,2026-02-02,Vendedor_A,PROD007,1,25.9,20.75
FAC-2345,2026-02-02,Vendedor_A,PROD023,23,62.93,47.19
FAC-2346,2026-02-02,Vendedor_A,PROD011,1,11.54,8.04
FAC-2347,2026-02-02,Vendedor_C,PROD010,2,8.04,6.11
FAC-2348,2026-02-02,Vendedor_A,PROD023,16,68.38,47.19
FAC-2349,2026-02-02,Vendedor_B,PROD014,20,6.71,4.67
FAC-2350,2026-02-02,Vendedor_C,PROD025,21,73.72,56.25
FAC-2351,2026-02-02,Vendedor_A,PROD021,20,59.33,42.94
FAC-2352,2026-02-02,Vendedor_A,PROD001,5,19.6,14.47
FAC-2353,2026-02-02,Vendedor_A,PROD016,23,6.72,5.4
FAC-2354,2026-02-02,Vendedor_A,PROD008,4,10.87,8.16
FAC-2355,2026-02-02,Vendedor_A,PROD010,3,8.4,6.11
FAC-2356,2026-02-02,Vendedor_B,PROD023,13,68.29,47.19
FAC-2357,2026-02-02,Vendedor_C,PROD015,15,6.29,4.39
FAC-2358,2026-02-02,Vendedor_B,PROD014,3,6.38,4.67
FAC-2359,2026-02-02,Vendedor_A,PROD010,4,8.12,6.11
FAC-2360,2026-02-02,Vendedor_A,PROD006,1,28.17,20.15
FAC-2361,2026-02-03,Vendedor_A,PROD015,19,6.3,4.56
FAC-2362,2026-02-03,Vendedor_A,PROD006,2,27.44,20.15
FAC-2363,2026-02-03,Vendedor_C,PROD013,2,6.51,4.51
FAC-2364,2026-02-03,Vendedor_C,PROD015,6,6.41,4.56
FAC-2365,2026-02-03,Vendedor_B,PROD002,1,18.2,14.04
FAC-2366,2026-02-03,Vendedor_C,PROD016,17,6.72,5.4
FAC-2367,2026-02-03,Vendedor_B,PROD014,4,6.41,4.67
FAC-2368,2026-02-03,Vendedor_A,PROD023,10,65.83,47.19
FAC-2369,2026-02-03,Vendedor_C,PROD023,19,66.63,47.19
FAC-2370,2026-02-03,Vendedor_A,PROD011,4,10.54,8.04
FAC-2371,2026-02-03,Vendedor_A,PROD006,2,27.27,20.15
FAC-2372,2026-02-03,Vendedor_A,PROD004,1,17.09,12.36
FAC-2373,2026-02-03,Vendedor_B,PROD010,3,8.83,6.11
FAC-2374,2026-02-03,Vendedor_B,PROD012,16,7.03,5.06
FAC-2375,2026-02-03,Vendedor_A,PROD017,2,34.55,26.0
FAC-2376,2026-02-03,Vendedor_A,PROD002,2,18.2,14.04
FAC-2377,2026-02-03,Vendedor_A,PROD007,1,25.9,23.09
FAC-2378,2026-02-03,Vendedor_A,PROD023,2,64.27,47.19
FAC-2379,2026-02-03,Vendedor_B,PROD011,3,10.52,8.04
FAC-2380,2026-02-03,Vendedor_A,PROD021,9,58.31,42.94
FAC-2381,2026-02-03,Vendedor_A,PROD014,6,6.28,4.67
FAC-2382,2026-02-03,Vendedor_A,PROD025,10,83.23,63.98
FAC-2383,2026-02-03,Vendedor_A,PROD004,2,17.78,12.36
FAC-2384,2026-02-03,Vendedor_A,PROD011,5,10.74,8.04
FAC-2385,2026-02-03,Vendedor_C,PROD024,11,64.81,49.39
FAC-2386,2026-02-03,Vendedor_A,PROD016,14,6.72,5.4
FAC-2387,2026-02-03,Vendedor_C,PROD018,5,29.7,22.33
FAC-2388,2026-02-03,Vendedor_B,PROD004,3,17.83,12.36
FAC-2389,2026-02-03,Vendedor_A,PROD012,16,6.62,5.06
FAC-2390,2026-02-03,Vendedor_A,PROD005,2,28.79,20.12
FAC-2391,2026-02-03,Vendedor_A,PROD025,18,89.81,63.98
FAC-2392,2026-02-03,Vendedor_A,PROD018,1,31.81,22.33
FAC-2393,2026-02-03,Vendedor_A,PROD010,4,8.45,6.11
FAC-2394,2026-02-03,Vendedor_B,PROD017,1,35.02,26.0
FAC-2395,2026-02-03,Vendedor_C,PROD023,5,67.24,47.19
FAC-2396,2026-02-03,Vendedor_A,PROD021,5,59.7,42.94
FAC-2397,2026-02-03,Vendedor_A,PROD016,23,6.72,5.4
FAC-2398,2026-02-03,Vendedor_A,PROD001,2,19.6,14.47
FAC-2399,2026-02-03,Vendedor_A,PROD022,8,65.47,46.73
FAC-2400,2026-02-03,Vendedor_A,PROD006,1,28.11,20.15
FAC-2401,2026-02-04,Vendedor_B,PROD011,1,10.59,8.04
FAC-2402,2026-02-04,Vendedor_A,PROD025,21,87.81,63.98
FAC-2403,2026-02-04,Vendedor_C,PROD004,4,17.39,12.36
FAC-2404,2026-02-04,Vendedor_B,PROD017,5,37.3,26.0
FAC-2405,2026-02-04,Vendedor_A,PROD014,22,6.25,4.67
FAC-2406,2026-02-04,Vendedor_A,PROD016,3,6.72,5.4
FAC-2407,2026-02-04,Vendedor_A,PROD010,1,8.84,6.11
FAC-2408,2026-02-04,Vendedor_B,PROD016,21,6.72,5.4
FAC-2409,2026-02-04,Vendedor_B,PROD020,4,68.6,49.97
FAC-2410,2026-02-04,Vendedor_B,PROD023,5,66.52,47.19
FAC-2411,2026-02-04,Vendedor_A,PROD014,15,6.47,4.67
FAC-2412,2026-02-04,Vendedor_A,PROD006,2,27.7,20.15
FAC-2413,2026-02-04,Vendedor_B,PROD012,22,7.5,5.26
FAC-2414,2026-02-04,Vendedor_B,PROD019,3,33.06,24.88
FAC-2415,2026-02-04,Vendedor_C,PROD006,5,26.82,20.15
FAC-2416,2026-02-04,Vendedor_A,PROD016,6,6.72,5.4
FAC-2417,2026-02-04,Vendedor_C,PROD011,5,10.78,8.04
FAC-2418,2026-02-04,Vendedor_A,PROD023,4,66.93,47.19
FAC-2419,2026-02-04,Vendedor_A,PROD006,5,26.84,20.15
FAC-2420,2026-02-04,Vendedor_C,PROD025,4,57.58,63.98
FAC-2421,2026-02-04,Vendedor_B,PROD023,13,68.09,47.19
FAC-2422,2026-02-04,Vendedor_A,PROD006,1,27.79,20.15
FAC-2423,2026-02-04,Vendedor_A,PROD010,3,8.61,6.11
FAC-2424,2026-02-04,Vendedor_B,PROD001,4,19.6,14.47
FAC-2425,2026-02-04,Vendedor_A,PROD010,1,8.1,6.11
FAC-2426,2026-02-04,Vendedor_A,PROD004,4,17.15,12.36
FAC-2427,2026-02-04,Vendedor_A,PROD017,5,36.61,26.0
FAC-2428,2026-02-04,Vendedor_A,PROD019,4,34.16,24.88
FAC-2429,2026-02-04,Vendedor_A,PROD009,4,9.17,6.74
FAC-2430,2026-02-04,Vendedor_C,PROD021,17,60.51,42.94
FAC-2431,2026-02-04,Vendedor_A,PROD008,5,11.98,8.46
FAC-2432,2026-02-04,Vendedor_B,PROD014,23,6.67,4.67
FAC-2433,2026-02-04,Vendedor_A,PROD021,21,56.7,42.94
FAC-2434,2026-02-04,Vendedor_A,PROD024,7,68.51,50.44
FAC-2435,2026-02-04,Vendedor_A,PROD006,4,26.31,20.15
FAC-2436,2026-02-04,Vendedor_A,PROD010,1,8.79,6.11
FAC-2437,2026-02-04,Vendedor_A,PROD019,2,35.11,24.88
FAC-2438,2026-02-04,Vendedor_B,PROD024,22,72.93,50.44
FAC-2439,2026-02-04,Vendedor_A,PROD025,19,85.44,63.98
FAC-2440,2026-02-04,Vendedor_A,PROD024,13,71.25,50.44
FAC-2441,2026-02-04,Vendedor_A,PROD016,11,6.72,5.4
FAC-2442,2026-02-04,Vendedor_A,PROD014,11,6.65,4.67
FAC-2443,2026-02-04,Vendedor_A,PROD025,21,84.32,63.98
FAC-2444,2026-02-04,Vendedor_A,PROD008,1,12.06,8.46
FAC-2445,2026-02-04,Vendedor_A,PROD021,6,57.44,42.94
FAC-2446,2026-02-04,Vendedor_B,PROD002,3,18.2,14.04
FAC-2447,2026-02-04,Vendedor_B,PROD018,5,30.19,22.33
FAC-2448,2026-02-04,Vendedor_A,PROD012,18,7.02,5.26
FAC-2449,2026-02-05,Vendedor_C,PROD002,4,18.2,15.77
FAC-2450,2026-02-05,Vendedor_B,PROD001,1,19.6,14.47
FAC-2451,2026-02-05,Vendedor_B,PROD004,3,17.64,12.36
FAC-2452,2026-02-05,Vendedor_A,PROD023,13,68.81,51.36
FAC-2453,2026-02-05,Vendedor_A,PROD024,19,68.74,50.44
FAC-2454,2026-02-05,Vendedor_A,PROD025,23,88.43,63.98
FAC-2455,2026-02-05,Vendedor_A,PROD013,9,6.08,4.51
FAC-2456,2026-02-05,Vendedor_B,PROD012,19,7.55,5.26
FAC-2457,2026-02-05,Vendedor_B,PROD013,6,6.45,4.51
FAC-2458,2026-02-05,Vendedor_C,PROD007,4,25.9,23.09
FAC-2459,2026-02-05,Vendedor_A,PROD016,10,6.72,5.4
FAC-2460,2026-02-05,Vendedor_B,PROD015,11,6.53,4.56
FAC-2461,2026-02-05,Vendedor_B,PROD020,22,68.6,49.97
FAC-2462,2026-02-05,Vendedor_A,PROD014,8,6.29,4.67
FAC-2463,2026-02-05,Vendedor_A,PROD008,4,11.51,8.46
FAC-2464,2026-02-05,Vendedor_A,PROD021,13,58.22,42.94
FAC-2465,2026-02-05,Vendedor_A,PROD005,5,29.16,20.12
FAC-2466,2026-02-05,Vendedor_C,PROD013,14,6.16,4.51
FAC-2467,2026-02-05,Vendedor_A,PROD023,5,74.1,51.36
FAC-2468,2026-02-05,Vendedor_A,PROD008,1,11.72,8.46
FAC-2469,2026-02-05,Vendedor_C,PROD012,17,7.19,5.26
FAC-2470,2026-02-05,Vendedor_A,PROD001,4,19.6,14.47
FAC-2471,2026-02-05,Vendedor_A,PROD005,3,28.91,20.12
FAC-2472,2026-02-05,Vendedor_A,PROD005,2,29.1,20.12
FAC-2473,2026-02-05,Vendedor_A,PROD013,11,6.32,4.51
FAC-2474,2026-02-05,Vendedor_A,PROD006,1,27.03,20.15
FAC-2475,2026-02-05,Vendedor_C,PROD008,3,12.17,8.46
FAC-2476,2026-02-05,Vendedor_A,PROD025,20,85.43,63.98
FAC-2477,2026-02-05,Vendedor_A,PROD022,5,62.73,46.73
FAC-2478,2026-02-05,Vendedor_A,PROD018,4,29.19,22.33
FAC-2479,2026-02-05,Vendedor_C,PROD002,3,18.2,15.77
FAC-2480,2026-02-05,Vendedor_A,PROD009,3,9.64,6.74
FAC-2481,2026-02-05,Vendedor_B,PROD025,5,86.3,63.98
FAC-2482,2026-02-05,Vendedor_A,PROD009,4,8.9,6.74
FAC-2483,2026-02-05,Vendedor_A,PROD010,2,8.79,6.11
FAC-2484,2026-02-05,Vendedor_B,PROD010,1,8.28,6.11
FAC-2485,2026-02-05,Vendedor_C,PROD016,4,6.72,5.4
FAC-2486,2026-02-05,Vendedor_A,PROD014,18,6.69,4.67
FAC-2487,2026-02-05,Vendedor_A,PROD006,3,28.6,20.15
FAC-2488,2026-02-05,Vendedor_A,PROD009,1,9.35,6.74
FAC-2489,2026-02-05,Vendedor_B,PROD024,16,66.56,50.44
FAC-2490,2026-02-05,Vendedor_A,PROD015,3,6.6,4.56
FAC-2491,2026-02-05,Vendedor_B,PROD023,17,73.78,51.36
FAC-2492,2026-02-05,Vendedor_C,PROD025,13,57.58,63.98
FAC-2493,2026-02-05,Vendedor_B,PROD004,2,17.47,12.36
FAC-2494,2026-02-06,Vendedor_A,PROD018,5,31.59,23.02
FAC-2495,2026-02-06,Vendedor_C,PROD024,23,71.07,50.44
FAC-2496,2026-02-06,Vendedor_C,PROD021,17,56.22,42.94
FAC-2497,2026-02-06,Vendedor_B,PROD005,5,27.37,20.12
FAC-2498,2026-02-06,Vendedor_B,PROD013,15,6.3,4.51
FAC-2499,2026-02-06,Vendedor_B,PROD004,5,16.89,12.56
FAC-2500,2026-02-06,Vendedor_A,PROD012,5,7.02,5.26
FAC-2501,2026-02-06,Vendedor_C,PROD002,2,18.2,15.77
FAC-2502,2026-02-06,Vendedor_A,PROD010,2,8.38,6.21
FAC-2503,2026-02-06,Vendedor_A,PROD010,3,8.31,6.21
FAC-2504,2026-02-06,Vendedor_B,PROD021,8,56.44,42.94
FAC-2505,2026-02-06,Vendedor_A,PROD014,10,6.2,4.67
FAC-2506,2026-02-06,Vendedor_A,PROD017,4,38.15,26.94
FAC-2507,2026-02-06,Vendedor_A,PROD008,4,11.54,8.46
FAC-2508,2026-02-06,Vendedor_B,PROD018,1,29.96,23.02
FAC-2509,2026-02-06,Vendedor_A,PROD011,2,12.01,8.7
FAC-2510,2026-02-06,Vendedor_B,PROD006,3,28.94,20.15
FAC-2511,2026-02-06,Vendedor_A,PROD021,15,61.91,42.94
FAC-2512,2026-02-06,Vendedor_B,PROD023,6,67.16,51.36
FAC-2513,2026-02-06,Vendedor_A,PROD024,20,69.15,50.44
FAC-2514,2026-02-06,Vendedor_C,PROD001,5,19.6,14.47
FAC-2515,2026-02-06,Vendedor_A,PROD003,5,17.3,13.18
FAC-2516,2026-02-06,Vendedor_A,PROD006,4,26.39,20.15
FAC-2517,2026-02-06,Vendedor_A,PROD013,17,6.45,4.51
FAC-2518,2026-02-06,Vendedor_A,PROD023,18,69.79,51.36
FAC-2519,2026-02-06,Vendedor_B,PROD023,20,72.89,51.36
FAC-2520,2026-02-06,Vendedor_B,PROD019,2,34.88,24.88
FAC-2521,2026-02-06,Vendedor_B,PROD010,3,8.95,6.21
FAC-2522,2026-02-06,Vendedor_B,PROD015,20,6.29,4.56
FAC-2523,2026-02-06,Vendedor_C,PROD017,3,35.88,26.94
FAC-2524,2026-02-06,Vendedor_B,PROD007,4,25.9,23.09
FAC-2525,2026-02-06,Vendedor_C,PROD008,5,11.21,8.46
FAC-2526,2026-02-06,Vendedor_A,PROD012,5,7.5,5.26
FAC-2527,2026-02-06,Vendedor_A,PROD019,2,32.73,24.88
FAC-2528,2026-02-06,Vendedor_A,PROD025,12,89.58,63.98
FAC-2529,2026-02-06,Vendedor_C,PROD003,4,17.16,13.18
FAC-2530,2026-02-06,Vendedor_A,PROD009,5,9.55,6.74
FAC-2531,2026-02-06,Vendedor_A,PROD003,4,18.27,13.18
FAC-2532,2026-02-06,Vendedor_A,PROD020,18,68.6,51.36
FAC-2533,2026-02-06,Vendedor_A,PROD013,8,6.2,4.51
FAC-2534,2026-02-06,Vendedor_C,PROD022,19,63.87,46.73
FAC-2535,2026-02-06,Vendedor_C,PROD007,2,25.9,23.09
FAC-2536,2026-02-06,Vendedor_C,PROD012,3,7.19,5.26
FAC-2537,2026-02-07,Vendedor_A,PROD004,1,16.5,12.56
FAC-2538,2026-02-07,Vendedor_C,PROD009,3,9.34,6.99
FAC-2539,2026-02-07,Vendedor_A,PROD018,4,30.78,23.02
FAC-2540,2026-02-07,Vendedor_C,PROD007,1,25.9,23.09
FAC-2541,2026-02-07,Vendedor_A,PROD012,17,6.96,5.26
FAC-2542,2026-02-07,Vendedor_A,PROD020,5,68.6,51.36
FAC-2543,2026-02-07,Vendedor_A,PROD015,13,6.19,4.56
FAC-2544,2026-02-07,Vendedor_A,PROD010,4,8.37,6.21
FAC-2545,2026-02-07,Vendedor_B,PROD012,16,7.24,5.26
FAC-2546,2026-02-07,Vendedor_A,PROD012,10,7.61,5.26
FAC-2547,2026-02-07,Vendedor_A,PROD019,2,34.61,24.88
FAC-2548,2026-02-07,Vendedor_C,PROD006,3,27.68,20.15
FAC-2549,2026-02-07,Vendedor_C,PROD002,2,18.2,15.77
FAC-2550,2026-02-07,Vendedor_A,PROD005,2,27.55,20.12
FAC-2551,2026-02-07,Vendedor_A,PROD019,1,32.62,24.88
FAC-2552,2026-02-07,Vendedor_A,PROD007,2,25.9,23.09
FAC-2553,2026-02-07,Vendedor_B,PROD004,4,16.5,12.56
FAC-2554,2026-02-07,Vendedor_B,PROD006,1,28.49,20.15
FAC-2555,2026-02-07,Vendedor_A,PROD013,5,6.11,4.51
FAC-2556,2026-02-07,Vendedor_C,PROD024,6,72.8,50.44
FAC-2557,2026-02-07,Vendedor_A,PROD008,4,11.91,8.46
FAC-2558,2026-02-07,Vendedor_C,PROD025,7,57.58,63.98
FAC-2559,2026-02-07,Vendedor_A,PROD017,1,35.76,26.94
FAC-2560,2026-02-07,Vendedor_B,PROD009,2,10.13,6.99
FAC-2561,2026-02-07,Vendedor_A,PROD020,23,68.6,51.36
FAC-2562,2026-02-07,Vendedor_C,PROD015,13,6.02,4.56
FAC-2563,2026-02-07,Vendedor_C,PROD024,14,72.46,50.44
FAC-2564,2026-02-07,Vendedor_B,PROD009,5,9.2,6.99
FAC-2565,2026-02-07,Vendedor_A,PROD024,23,69.04,50.44
FAC-2566,2026-02-07,Vendedor_B,PROD016,4,6.72,6.2
FAC-2567,2026-02-07,Vendedor_B,PROD003,5,17.65,13.18
FAC-2568,2026-02-07,Vendedor_B,PROD024,4,69.71,50.44
FAC-2569,2026-02-07,Vendedor_A,PROD008,5,11.03,8.46
FAC-2570,2026-02-07,Vendedor_C,PROD002,4,18.2,15.77
FAC-2571,2026-02-07,Vendedor_A,PROD025,13,83.68,63.98
FAC-2572,2026-02-07,Vendedor_A,PROD007,5,25.9,23.09
FAC-2573,2026-02-07,Vendedor_A,PROD011,2,11.52,8.7
FAC-2574,2026-02-07,Vendedor_A,PROD022,18,65.15,46.73
FAC-2575,2026-02-07,Vendedor_B,PROD008,2,11.73,8.46
FAC-2576,2026-02-07,Vendedor_C,PROD015,23,6.1,4.56
FAC-2577,2026-02-07,Vendedor_A,PROD021,11,62.27,43.55
FAC-2578,2026-02-08,Vendedor_C,PROD010,1,8.48,6.21
FAC-2579,2026-02-08,Vendedor_A,PROD016,4,6.72,6.2
FAC-2580,2026-02-08,Vendedor_C,PROD002,5,18.2,15.77
FAC-2581,2026-02-08,Vendedor_C,PROD009,4,9.37,6.99
FAC-2582,2026-02-08,Vendedor_B,PROD021,14,57.46,43.55
FAC-2583,2026-02-08,Vendedor_A,PROD007,5,25.9,23.09
FAC-2584,2026-02-08,Vendedor_C,PROD006,5,27.36,20.15
FAC-2585,2026-02-08,Vendedor_B,PROD015,20,6.24,4.56
FAC-2586,2026-02-08,Vendedor_C,PROD009,2,10.06,6.99
FAC-2587,2026-02-08,Vendedor_A,PROD019,5,33.97,24.88
FAC-2588,2026-02-08,Vendedor_B,PROD020,7,68.6,51.36
FAC-2589,2026-02-08,Vendedor_C,PROD011,2,12.26,8.7
FAC-2590,2026-02-08,Vendedor_B,PROD004,1,17.88,12.56
FAC-2591,2026-02-08,Vendedor_A,PROD003,1,18.2,13.18
FAC-2592,2026-02-08,Vendedor_B,PROD025,20,90.39,63.98
FAC-2593,2026-02-08,Vendedor_C,PROD002,4,18.2,15.77
FAC-2594,2026-02-08,Vendedor_A,PROD010,4,8.12,6.21
FAC-2595,2026-02-08,Vendedor_B,PROD006,4,29.0,20.15
FAC-2596,2026-02-08,Vendedor_A,PROD004,1,17.32,12.56
FAC-2597,2026-02-08,Vendedor_A,PROD003,5,18.08,13.18
FAC-2598,2026-02-08,Vendedor_B,PROD021,13,60.94,43.55
FAC-2599,2026-02-08,Vendedor_B,PROD008,1,11.43,8.46
FAC-2600,2026-02-08,Vendedor_B,PROD016,21,6.72,6.2
FAC-2601,2026-02-08,Vendedor_A,PROD015,12,6.54,4.56
FAC-2602,2026-02-08,Vendedor_B,PROD021,7,62.29,43.55
FAC-2603,2026-02-08,Vendedor_A,PROD014,2,6.86,4.76
FAC-2604,2026-02-08,Vendedor_A,PROD021,9,61.0,43.55
FAC-2605,2026-02-08,Vendedor_A,PROD019,4,34.7,24.88
FAC-2606,2026-02-08,Vendedor_A,PROD008,1,12.07,8.46
FAC-2607,2026-02-08,Vendedor_B,PROD016,11,6.72,6.2
FAC-2608,2026-02-08,Vendedor_A,PROD022,23,62.06,46.73
FAC-2609,2026-02-08,Vendedor_B,PROD005,5,26.33,20.12
FAC-2610,2026-02-08,Vendedor_B,PROD016,17,6.72,6.2
FAC-2611,2026-02-08,Vendedor_C,PROD006,1,26.81,20.15
FAC-2612,2026-02-08,Vendedor_C,PROD009,5,9.38,6.99
FAC-2613,2026-02-08,Vendedor_C,PROD019,5,33.32,24.88
FAC-2614,2026-02-08,Vendedor_B,PROD005,1,28.85,20.12
FAC-2615,2026-02-08,Vendedor_B,PROD014,2,6.41,4.76
FAC-2616,2026-02-08,Vendedor_A,PROD023,23,71.61,51.36
FAC-2617,2026-02-08,Vendedor_A,PROD003,5,18.32,13.18
FAC-2618,2026-02-08,Vendedor_A,PROD002,2,18.2,15.77
FAC-2619,2026-02-08,Vendedor_B,PROD023,21,73.0,51.36
FAC-2620,2026-02-08,Vendedor_C,PROD007,4,25.9,23.09
FAC-2621,2026-02-08,Vendedor_A,PROD001,3,19.6,14.88
FAC-2622,2026-02-08,Vendedor_A,PROD001,5,19.6,14.88
FAC-2623,2026-02-08,Vendedor_B,PROD009,3,9.26,6.99
FAC-2624,2026-02-08,Vendedor_A,PROD024,14,67.35,50.44
FAC-2625,2026-02-08,Vendedor_A,PROD001,2,19.6,14.88
FAC-2626,2026-02-08,Vendedor_A,PROD003,3,19.06,13.18
FAC-2627,2026-02-09,Vendedor_A,PROD019,1,33.21,24.88
FAC-2628,2026-02-09,Vendedor_B,PROD002,2,18.2,15.77
FAC-2629,2026-02-09,Vendedor_C,PROD019,5,35.75,24.88
FAC-2630,2026-02-09,Vendedor_C,PROD010,1,8.08,6.21
FAC-2631,2026-02-09,Vendedor_C,PROD010,3,8.12,6.21
FAC-2632,2026-02-09,Vendedor_C,PROD012,6,7.05,5.26
FAC-2633,2026-02-09,Vendedor_B,PROD016,10,6.72,6.2
FAC-2634,2026-02-09,Vendedor_A,PROD007,4,25.9,23.09
FAC-2635,2026-02-09,Vendedor_A,PROD018,5,32.29,23.02
FAC-2636,2026-02-09,Vendedor_A,PROD001,3,19.6,14.88
FAC-2637,2026-02-09,Vendedor_C,PROD016,5,6.72,6.2
FAC-2638,2026-02-09,Vendedor_B,PROD025,20,88.69,63.98
FAC-2639,2026-02-09,Vendedor_A,PROD001,3,19.6,14.88
FAC-2640,2026-02-09,Vendedor_B,PROD022,6,63.92,46.73
FAC-2641,2026-02-09,Vendedor_A,PROD021,21,60.18,43.55
